Sphere_evaluation_file Voltage	Sphere_evaluation_file Current	Sphere_evaluation_file Current density	Sphere_evaluation_file PD current	Sphere_evaluation_file Radiant flux	Sphere_evaluation_file Luminous flux	Sphere_evaluation_file Irradiance	Sphere_evaluation_file Luminance	Sphere_evaluation_file EQE	Sphere_evaluation_file P_eff
V	A	mA/cm^2	A	W	lm	W/m^2	cd/m^2	%	lm/W

3.009451	1.63606e-09	2.5764724409448818e-05	1.1368683777000012e-12	4.3732571977584635e-10	1.9467375435322343e-07	6.887019209068447e-05	0.009758516628526894	12.262039259048747	39.53856483002003
3.019339	1.900907e-09	2.9935543307086614e-05	1.6342482927000003e-12	6.286557220840139e-10	2.7984352184101945e-07	9.900090111559274e-05	0.014027867651415126	15.170814997289552	48.757621439195965
3.029259	2.321782e-09	3.6563496062992125e-05	1.1937117961000001e-12	4.5919200557807055e-10	2.0440744198783454e-07	7.231370166583788e-05	0.010246442455790143	9.07255872390639	29.062893910507988
3.039504	2.323852e-09	3.6596094488188974e-05	6.6222582973e-12	2.5474223166162484e-09	1.133974618627634e-06	0.00040116886875846434	0.056843359337113326	50.286266535142616	160.54328649651956
3.049407	2.741135e-09	4.316748031496063e-05	8.952838470999997e-13	3.443940041931696e-10	1.5330558149515677e-07	5.423527625089286e-05	0.007684831842057197	5.763443848906663	18.340541288601237
 3.05931	2.361759e-09	3.719305511811024e-05	5.741185304700002e-12	2.2084948838351682e-09	9.831024590240067e-07	0.0003477944698953021	0.049280508951013595	42.896091980987165	136.06289811075015
3.069198	3.703196e-09	5.8318047244094494e-05	1.0942358131e-12	4.2092600511643684e-10	1.8737348849027526e-07	6.62875598608562e-05	0.009392572251212494	5.214179385679325	16.485667537825854
 3.07946	3.615719e-09	5.6940456692913386e-05	3.268496584000007e-13	1.2573114436294843e-10	5.596870434423085e-08	1.980018021463755e-05	0.0028055735290813157	1.5951631424732065	5.026619533542433
3.089365	3.525112e-09	5.5513574803149606e-05	2.7000623957e-12	1.0386485839531303e-09	4.623501663598759e-07	0.00016356670613435124	0.023176476981270677	13.516138170369185	42.45500303144319
3.099271	3.978823e-09	6.265862992125984e-05	7.958078640999995e-13	3.06128003731536e-10	1.362716279975975e-07	4.820913444591119e-05	0.0068309616374795466	3.529436308173065	11.050737734961288
3.109174	5.125356e-09	8.071426771653544e-05	1.14539489007e-11	4.40605662496156e-09	1.9613380743163253e-06	0.0006938671850333166	0.09831705499268736	39.435100082061965	123.07884031309301
3.119418	4.386595e-09	6.908023622047245e-05	7.105427359999987e-14	2.7332857483586096e-11	1.21671096460062e-08	4.304387005289149e-06	0.0006099072892292812	0.285834342303008	0.8891730858718104
3.129317	4.67663e-09	7.364771653543307e-05	1.5774048736999997e-12	6.067894360509837e-10	2.70109834103666e-07	9.555739150409194e-05	0.013539941819001654	5.951986114897995	18.45686031759343
3.139226	5.025239e-09	7.913762204724409e-05	9.663381207000012e-13	3.7172686167675635e-10	1.6547269114116323e-07	5.853966325618211e-05	0.008294739131286491	3.3933146565859773	10.489312537932719
3.149122	5.364591e-09	8.448174803149606e-05	1.1937117957000001e-12	4.591920054242002e-10	2.044074419193398e-07	7.231370164160634e-05	0.010246442452356671	3.9265814545881192	12.099588504437378
3.159363	5.552779e-09	8.744533858267717e-05	4.405364962000002e-13	1.694637163520731e-10	7.543607978469018e-08	2.6687199425523323e-05	0.0037814251921915094	1.3999845623039173	4.30000731618652
3.169272	5.959156e-09	9.384497637795275e-05	2.9416469257e-12	1.1315802993050008e-09	5.037183391152002e-07	0.0001782016219377954	0.025250161762590147	8.710789773388248	26.67125762338562
3.179192	6.22823e-09	9.808236220472443e-05	4.419575816700001e-12	1.7001037350097543e-09	7.567942197726782e-07	0.00026773287165507946	0.03793623337958927	12.521826695201659	38.22050379780108
3.189099	8.042651e-09	0.00012665592125984251	1.01039177027e-11	3.886732332927294e-09	1.7301629911107022e-06	0.0006120838319570543	0.08672881650076449	22.16880682557737	67.4558770357935
3.199339	6.816794e-09	0.00010735108661417324	1.8758328227e-12	7.215874374358845e-10	3.212116945963437e-07	0.00011363581691903694	0.0161015524327346	4.855854923715087	14.728242236898785
3.209251	7.299792e-09	0.00011495735433070867	5.0874859877e-12	1.957032595032336e-09	8.711650503012976e-07	0.00030819410945391124	0.043669361891134226	12.298283010353563	37.18658295247047
3.219158	7.789807e-09	0.00012267412598425197	6.806999408700001e-12	2.61848774608896e-09	1.1656091037141e-06	0.00041236027497463943	0.05842911828945283	15.41987160305053	46.48190728690437
3.229401	8.202815e-09	0.00012917818897637795	3.6948222257e-12	1.4213085885694658e-09	6.326897013354682e-07	0.00022382812418416788	0.031715179027047145	7.948448649129998	23.883934578158506
3.239293	8.518461e-09	0.00013414899212598426	3.5385028237000008e-12	1.3611763020748028e-09	6.059220601005558e-07	0.0002143584727676855	0.03037338299005605	7.330104218531651	21.958637657529284
3.249209	8.929107e-09	0.00014061585826771655	3.3679725677000007e-12	1.2955774443603885e-09	5.767209970597324e-07	0.00020402794399376197	0.028909605501399323	6.6559838660833295	19.87833881152914
3.259113	9.443972e-09	0.000148723968503937	2.131628207700001e-12	8.199857243921821e-10	3.650132893288158e-07	0.00012913161014050113	0.018297218674303374	3.982983526205512	11.859177438254676
3.269361	1.002717e-08	0.00015790818897637798	4.2632564150000085e-13	1.6399714486304963e-10	7.30026578589138e-08	2.582632202567711e-05	0.003659443734517333	0.7502652272658573	2.226883084779318
3.279267	1.039146e-08	0.00016364503937007873	1.6910917107000009e-12	6.505220077323684e-10	2.8957720940713614e-07	0.00010244441066651472	0.014515793475244919	2.8717215873365016	8.49788852517428
3.289162	1.098855e-08	0.00017304803149606303	4.2064129957e-12	1.6181051624820603e-09	7.20292890800412e-07	0.00025481971062709616	0.03610651151018468	6.754967505631095	19.928906773301975
3.299069	1.160413e-08	0.00018274220472440944	2.4584778657e-12	9.457168686012595e-10	4.2098199360455164e-07	0.00014893179033090702	0.021102792199951204	3.7385695069968783	10.996628057144502
3.309306	1.212938e-08	0.00019101385826771652	2.060573933700001e-12	7.926528667547256e-10	3.528461796143148e-07	0.00012482722311098042	0.017687311381640616	2.9977909335937176	8.790425358651227
 3.31915	1.274317e-08	0.00020067984251968503	4.149569576700001e-12	1.5962388764490305e-09	7.105592030630587e-07	0.0002513762010155954	0.035618585677771215	5.746154731080674	16.79948283207561
3.329078	1.333758e-08	0.00021004062992125986	3.6806113717000005e-12	1.4158420173497154e-09	6.302562795295576e-07	0.00022296724682672686	0.03159319757538155	4.869615471409629	14.19437168831999
3.338965	1.391916e-08	0.0002191993700787402	4.050093593700001e-12	1.557972875987397e-09	6.935252495654995e-07	0.00024535005921061376	0.034764715473193576	5.134566402691442	14.92235554996933
3.349232	1.481193e-08	0.0002332587401574803	3.7942982087e-12	1.4595745890310995e-09	6.497236548330275e-07	0.00022985426598914955	0.032569049231624805	4.520344688409408	13.096999040855318
3.359128	1.542119e-08	0.00024285338582677167	5.5280224847000004e-12	2.12649631169215e-09	9.466011302229773e-07	0.0003348813089278977	0.04745078709019269	6.325628101639188	18.273535348018612
3.369042	1.61329e-08	0.0002540614173228347	4.3485215427e-12	1.6727708773722972e-09	7.44627110058177e-07	0.00026342848462555866	0.03732632608692651	4.756427993356597	13.699981377415648
3.378942	1.687657e-08	0.00026577275590551185	5.4711790657e-12	2.1046300256591194e-09	9.368674424856238e-07	0.0003314377993163968	0.04696286125777921	5.720690947578798	16.429079253071407
3.389182	1.773492e-08	0.00027929007874015753	1.6484591466999996e-12	6.341222933037643e-10	2.822769436469301e-07	9.986177847303376e-05	0.014149849103080727	1.6402146900410228	4.696250794068859
3.399086	1.856953e-08	0.00029243354330708664	5.4001247917e-12	2.0772971680216634e-09	9.247003327711229e-07	0.00032713341228687615	0.046352953965116454	5.131621625390991	14.650010952804578
3.408973	1.936698e-08	0.0003049918110236221	6.0964566726999994e-12	2.345159171253098e-09	1.0439380072540374e-06	0.00036931640492174773	0.05233004539715999	5.554785969975574	15.812088772713578
3.419228	2.036092e-08	0.0003206444094488189	6.4943606047e-12	2.4982231730996322e-09	1.1120738212442745e-06	0.0003934209721416744	0.05574552621547058	5.628475037665895	15.97379691139678
3.429131	2.119158e-08	0.0003337256692913386	6.4375171856999995e-12	2.4763568870666024e-09	1.102340133506921e-06	0.0003899774625301736	0.05525760038305712	5.360518581643039	15.169393068662462
3.439044	2.219443e-08	0.0003495185826771654	6.1959326556999996e-12	2.3834251717147315e-09	1.0609719607515967e-06	0.0003753425467267294	0.05318391560173764	4.926227169590578	13.900236144332755
3.448949	2.319224e-08	0.000365232125984252	8.2565065897e-12	3.17607803858486e-09	1.4138181404172824e-06	0.0005001697698558835	0.07087122698595336	6.282107699772986	17.675189581718755
3.459201	2.432039e-08	0.00038299826771653547	6.849631972700001e-12	2.6348874605175636e-09	1.1729093694743057e-06	0.0004149429071681203	0.058795062661617	4.969909094705539	13.941776707113464
3.469106	2.537226e-08	0.0003995631496062992	9.6633812067e-12	3.7172686166521564e-09	1.6547269113602595e-06	0.0005853966325436468	0.08294739131028972	6.720811291945633	18.79964319828361
3.479019	2.64939e-08	0.00041722677165354334	8.8391516327e-12	3.400207469750235e-09	1.5135884394254906e-06	0.0005354657432677536	0.07587246675316997	5.887303618695598	16.421208246672993
3.488895	2.774276e-08	0.0004368938582677165	7.062794793699999e-12	2.716886033045256e-09	1.2094106984465713e-06	0.00042785606819610334	0.06062478453102156	4.4924025562575185	12.494999464853457
