Spectrometer Wavelength	Spectrometer Intensity
nm	W/nm

344.9098638623467	     0.0
345.2799999845886	     0.0
345.65009319800805	     0.0
346.0201434993713	     0.0
346.39015088544437	     0.0
346.76011535299335	     0.0
347.13003689878457	     0.0
347.49991551958396	     0.0
347.86975121215767	     0.0
348.2395439732719	     0.0
348.6092937996928	     0.0
348.97900068818643	     0.0
349.348664635519	     0.0
349.7182856384566	     0.0
350.0878636937655	1.4898459433828335e-08
350.4573987982115	1.1242188260507242e-08
350.82689094856096	1.2451834050060946e-07
351.19634014158	-6.891223006523974e-08
351.5657463740347	-3.7680442749341745e-09
351.93510964269126	4.908351519160892e-08
352.3044299443158	1.539566168617136e-08
352.6737072756744	     0.0
353.04294163353325	9.557450136404854e-08
353.4121330146584	-1.1075335381167943e-07
353.7812814158161	-2.2542069203183244e-07
354.15038683377236	1.1638802698527279e-08
354.51944926529336	-2.4046039185351493e-08
354.88846870714525	1.6736671922947515e-07
355.25744515609415	2.4123451982608146e-08
355.62637860890624	2.5830704845042615e-07
355.9952690623475	1.5148269439988665e-07
356.3641165131843	-5.485392563967011e-08
356.73292095818255	-7.696671933273015e-09
357.1016823941085	-1.7218117816601648e-07
357.47040081772826	-1.0283003735292507e-07
357.8390762258079	1.1099915333475639e-07
358.2077086151136	1.1921745030905569e-07
358.5762979824115	-5.8200031106795964e-08
358.9448443244678	-9.867288282846736e-08
359.3133476380485	-1.891319157567539e-07
359.6818079199199	1.8660820448446044e-07
360.0502251668479	-3.3916075513858445e-08
360.4185993755987	1.1360343083295104e-07
360.78693054293865	-1.7454098603826556e-07
361.1552186656336	-5.760037714892796e-08
361.5234637404498	2.6914914281155228e-08
361.8916657641535	5.4388704793344356e-08
362.25982473351064	2.172899796006067e-07
362.6279406452875	4.194579033600257e-08
362.99601349625	9.094694724315181e-08
363.3640432831645	4.9353301493605285e-08
363.732030002797	-2.295282153824655e-08
364.0999736519137	2.6709559321567317e-08
364.4678742272807	8.705460324091454e-08
364.8357317256641	2.2600488152972113e-08
365.2035461438301	-1.1317407598452007e-08
365.57131747854487	1.1439353102406426e-07
365.9390457265744	5.629919609654422e-08
366.3067308846849	-1.815572971965922e-07
366.6743729496425	-3.039403789828228e-08
367.0419719182133	6.066284666302501e-08
367.4095277871634	8.946543175789185e-08
367.77704055325916	1.2687696607893044e-07
368.14451021326647	1.506886252639158e-08
368.5119367639515	1.4718513979739897e-08
368.87932020208046	4.392842953423661e-08
369.24666052441944	-7.208442304113028e-09
369.61395772773454	1.1672217994780802e-07
369.9812118087919	-3.6503413220311558e-09
370.34842276435774	-2.545391919648415e-08
370.71559059119807	1.4614311810121545e-08
371.0827152860792	-8.01855931412883e-08
371.449796845767	1.089326057155759e-07
371.81683526702784	-1.420280704622022e-07
372.1838305466277	1.2788224283640929e-07
372.5507826813327	-5.096745700354486e-08
372.91769166790914	1.0871038317610618e-08
373.284557503123	6.897498060095122e-08
373.6513801837404	-4.326872997911041e-08
374.0181597065277	1.0782887332776201e-08
374.3848960682508	-2.8426592861498493e-08
374.7515892656759	6.168633151622322e-08
375.118239295569	-5.737875349792406e-08
375.4848461546965	3.590617192868437e-08
375.8514098398243	1.8300172988071035e-07
376.21793034771866	7.955565667331191e-08
376.5844076751457	-1.17611146866017e-07
376.95084181887154	3.578964287442605e-08
377.3172327756623	-1.4290885384345738e-08
377.68358054228406	-8.138336852240248e-08
378.04988511550306	1.05629942328237e-08
378.4161464920854	1.2414806173193829e-07
378.7823646687971	-4.95527709554681e-08
379.14853964240433	-3.5630460687189872e-09
379.5146714096733	-8.738049525459849e-08
379.88075996737024	-1.7531284332006235e-08
380.2468053122611	2.4776834287201546e-08
380.612807441112	-4.5722975802831016e-08
380.9787663506892	     0.0
381.3446820377588	-5.9106966067588845e-08
381.7105544990868	1.7477403269366348e-08
382.0763837314395	-8.75867064416818e-08
382.4421697315829	-6.961162001942876e-08
382.8079124962832	8.596855824447359e-08
383.17361202230666	1.5991687099677264e-07
383.53926830641916	1.6703470239552578e-07
383.904881345387	     0.0
384.27045113597626	     0.0
384.63597767495304	-7.50861331060008e-08
385.00146095908354	1.290807074301341e-07
385.36690098513384	4.762629342762475e-08
385.7322977498701	8.109534511367638e-08
386.0976512500584	8.708359243955056e-08
386.46296148246495	2.632145325552575e-07
386.8282284438559	-4.407159199204615e-08
387.1934521309973	-5.056165713211525e-08
387.5586325406553	-6.638407976237948e-08
387.92376966959597	-2.339452479009444e-08
388.2888635145856	1.1056665345626944e-07
388.6539140723902	9.896867269941744e-08
389.0189213397759	1.5482149507098743e-07
389.383885313509	-8.549450125561033e-08
389.74880599035544	-6.529269651684406e-08
390.11368336708136	2.9207121231162882e-08
390.478517440453	-3.926876948221108e-08
390.84330820723636	-1.0737058816996251e-07
391.20805566419773	1.530534821298064e-07
391.57275980810306	9.679926745361797e-09
391.9374206357187	     0.0
392.30203814381065	3.204039713433834e-08
392.66661232914504	-4.750433035467705e-08
393.031143188488	4.100466894184188e-08
393.3956307186057	-5.361232168584291e-08
393.7600749162642	-1.0733174011776231e-07
394.1244757782297	-2.7879048277230915e-08
394.4888333012683	-1.8463265666937602e-08
394.8531474821462	4.3209295051681727e-08
395.2174183176294	9.221111702458527e-08
395.58164580448425	-1.8331385269942545e-08
395.94582993947665	-1.5289263072005424e-08
396.3099707193728	2.1255271120391087e-08
396.6740681409389	2.3826237855318495e-08
397.038122200941	5.6408173553053755e-08
397.4021328961453	6.231711970783068e-08
397.7661002233179	-1.3041703900785637e-07
398.1300241792249	3.2202301950171986e-08
398.4939047606325	-2.936844266018062e-08
398.8577419643068	7.871806967944916e-08
399.221535787014	1.5449258774959246e-07
399.58528622552006	2.9021533132951066e-08
399.9489932765912	1.3837258915812221e-07
400.31265693699356	-3.4540188252512735e-08
400.6762772034933	7.42114096316105e-08
401.03985407285654	4.523378718136274e-08
401.4033875418494	     0.0
401.766877607238	-7.895013152397802e-08
402.1303242657885	-1.4481753390350743e-07
402.49372751426705	-6.063941786759536e-08
402.85708734943967	7.630123476989963e-08
403.2204037680726	6.219783288465369e-08
403.5836767669319	1.3835330167360732e-07
403.9469063427838	1.1201689850834687e-07
404.3100924923943	4.801423044683292e-08
404.67323521252973	-7.931619439019283e-09
405.03633449995596	-5.75806378150376e-08
405.39939035143937	4.676590029763943e-08
405.76240276374597	-5.397719741359074e-08
406.1253717336418	5.1619033108635755e-09
406.48829725789324	7.59982447599052e-09
406.85117933326615	-2.5491456538049873e-09
407.2140179565268	-1.7456980552238855e-08
407.5768131244414	1.7359756670044307e-08
407.93956483377593	-4.666149802326609e-08
408.3022730812966	-2.2023752745563628e-08
408.6649378637695	1.202574530839855e-07
409.0275591779608	7.179568510858392e-09
409.39013702063664	9.837415937656538e-08
409.7526713885631	4.765784869635507e-09
410.1151622785064	-9.616131402280603e-08
410.47760968723253	-9.359918188560274e-09
410.8400136115078	9.228480818039038e-09
411.2023740480982	-6.017779325919641e-08
411.56469099377	3.4339743128449895e-08
411.9269644452891	6.546371607306965e-08
412.28919439942183	-2.028979113066623e-08
412.6513808529342	7.864227054165893e-08
413.0135238025925	5.3377679455023787e-08
413.3756232451627	-2.42809758288779e-08
413.7376791774111	4.8272386489632286e-08
414.09969159610364	-1.1128458919234996e-07
414.46166049800667	-8.056249339699483e-08
414.8235858798861	-4.3169131432743845e-08
415.1854677385081	3.8662348471814025e-08
415.5473060706389	-1.9282316178536104e-08
415.9091008730446	6.343456749530699e-09
416.2708521424913	7.670682753399025e-08
416.6325598757453	8.855115737591158e-08
416.9942240695725	1.0532319690002539e-08
417.3558447207391	9.018886751272636e-08
417.7174218260113	2.0805610441908943e-08
418.07895538215513	-1.2409212150525633e-08
418.44044538593675	3.964173470826851e-08
418.80189183412233	4.096129785684393e-09
419.163294723478	-4.510377631732833e-08
419.52465405076987	2.671748492844149e-08
419.88596981276413	-3.247366272507108e-08
420.2472420062268	2.856567467184242e-08
420.60847062792413	-4.3032322331840074e-08
420.96965567462223	-4.2650146490846304e-08
421.33079714308707	6.062179792829165e-08
421.691895030085	6.220278169472969e-08
422.05294933238207	1.610948055384522e-08
422.4139600467444	1.0079415462195588e-08
422.7749271699381	2.9989888115321084e-08
423.1358506987293	-4.5957271393087844e-08
423.49673062988427	3.000217933356464e-08
423.857566960169	2.394947366126898e-08
424.2183596863496	-3.968896676594163e-08
424.5791088051922	-8.157507481438765e-08
424.9398143134631	-1.5987806226045097e-08
425.30047620792834	-1.9990135555359398e-08
425.6610944853539	3.94705265046252e-09
426.02166914250614	-1.5778049353152828e-08
426.38220017615106	8.416912468105747e-08
426.7426875830548	-2.5571544262922123e-08
427.10313135998365	2.3342102677325553e-08
427.46353150370345	-3.337555445228946e-08
427.8238880109805	2.13748126309627e-08
428.184200878581	-4.106136863001777e-08
428.54447010327107	6.245435587798062e-08
428.90469568181663	2.925943385519908e-08
429.26487761098406	1.131942811285986e-07
429.62501588753935	1.0658171813938258e-07
429.98511050824874	1.1569672431422486e-08
430.3451614698782	-1.34142924359377e-08
430.7051687691939	7.719376765703946e-09
431.0651324029622	-2.1199126131325057e-08
431.425052367949	6.698333385989234e-08
431.7849286609204	-1.3313809264879224e-08
432.1447612786427	-9.708752870708676e-08
432.50455021788196	-5.720603703151475e-09
432.86429547540433	-3.411386586902936e-08
433.2239970479759	-1.600221563984505e-07
433.5836549323628	-2.08206976233238e-08
433.94326912533114	-1.3118145464400208e-08
434.30283962364723	-3.3840113390284436e-08
434.66236642407694	6.864833495968056e-08
435.02184952338655	7.477115391103727e-09
435.3812889183422	6.742506220960735e-08
435.74068460571	-6.887321680163624e-08
436.10003658225605	9.317074915275985e-08
436.4593448447465	-3.151999817398623e-08
436.8186093899475	3.8705479950788784e-08
437.17783021462515	7.700703238843465e-08
437.5370073155457	-3.669351504897236e-09
437.8961406894751	4.390117069192949e-08
438.2552303331795	8.547639049430363e-08
438.6142762434252	-1.0015290792718859e-07
438.97327841697825	2.1849069119937283e-08
439.33223685060466	5.437772291787702e-09
439.6911515410707	-5.2336038115417535e-08
440.0500224851425	7.223946298698918e-09
440.4088496795861	9.374090741044305e-08
440.76763312116776	-1.8120724438830497e-09
441.1263728066535	-5.003359359656905e-08
441.48506873280945	-7.560483340330407e-08
441.84372089640186	1.433157353937369e-07
442.2023292941967	2.4838476692094296e-08
442.56089392296025	-2.8325900097937066e-08
442.9194147794586	-3.565083245333678e-08
443.27789186045777	-2.4850579758795563e-08
443.63632516272406	-1.4210113052556865e-08
443.9947146830235	-1.3306054332506685e-07
444.3530604181222	-5.557404091215433e-08
444.7113623647864	8.321338895471283e-08
445.0696205197822	-1.7656366556371646e-09
445.4278348798756	     0.0
445.78600544183286	6.150332750705326e-08
446.1441322024201	-5.6506715400906216e-08
446.5022151584035	-8.782545617452208e-09
446.86025430654905	-6.176887976147104e-08
447.218249643623	-7.722883282296054e-08
447.5762011663914	2.988803250906947e-08
447.9341088716205	4.045990475081509e-08
448.29197275607623	1.5833855629662493e-08
448.649792816525	2.4788465972483334e-08
449.0075690497327	-3.6663961169289945e-08
449.3653014524656	8.79100675630006e-09
449.72299002148975	-2.6383097474012832e-08
450.0806347535713	4.1698771707199505e-08
450.43823564547637	-6.103305762202551e-08
450.7957926939712	7.511989746871277e-08
451.1533058958218	1.7421885581250858e-08
451.5107752477943	3.467548156421474e-08
451.8682007466549	-4.194517952826381e-08
452.22558238916974	6.978703852478132e-08
452.58292017210493	5.0776104632711097e-08
452.94021409222654	8.898039928983695e-08
453.29746414630074	9.094477349402852e-08
453.6546703310937	2.6216811107587748e-08
454.0118326433716	-5.014949110701289e-08
454.3689510799004	     0.0
454.72602563744636	2.7777455845102805e-08
455.0830563127755	-5.504354095977565e-08
455.4400431026542	-5.415266119014795e-08
455.7969860038483	3.130523330876156e-08
456.1538850131241	1.7291867790041461e-09
456.51074012724763	1.1306206605812431e-07
456.8675513429852	1.7288509025815403e-09
457.22431865710274	8.685969935371756e-09
457.5810420663665	2.734652239475899e-08
457.9377215675425	6.397141792059142e-08
458.29435715739703	-3.782262366387953e-08
458.65094883269603	1.877660285010447e-08
459.00749659020585	-1.5395383934350794e-08
459.3640004266924	-8.413177108946936e-08
459.72046033892207	4.749741205855063e-08
460.07687632366077	5.093109679122909e-09
460.4332483776747	1.2794933171225009e-07
460.78957649772997	6.840479418082245e-08
461.14586068059276	-9.539932380388027e-08
461.5021009230293	1.0128506869001319e-07
461.85829722180546	9.709157157819201e-08
462.2144495736876	7.193952385708925e-08
462.5705579754417	3.6673518434623696e-08
462.92662242383403	2.8477783596151958e-08
463.2826429156306	-6.759891654423231e-09
463.6386194475976	-2.3392224755365686e-08
463.99455201650113	3.002685415101595e-08
464.3504406191074	-1.1172870440542138e-07
464.7062852521825	5.122935697610384e-08
465.06208591249253	-1.1561224483035122e-08
465.41784259680367	-3.938937204891656e-08
465.77355530188197	-6.503896936415897e-09
466.1292240244937	2.9074213447101383e-08
466.48484876140475	4.878626668655981e-09
466.8404295093815	3.0666786982726445e-08
467.1959662651901	-2.914456616170489e-08
467.55145902559644	-1.9370513006782142e-08
467.90690778736683	3.177137026926168e-08
468.2623125472673	3.5145191884884434e-08
468.61767330206413	     0.0
468.97299004852334	4.657093435328593e-09
469.32826278341105	-9.716826279429145e-08
469.6834915034934	8.803408856778295e-08
470.0386762055366	1.5468330977161556e-08
470.3938168863068	7.615459102175364e-09
470.74891354256994	-4.439194258561004e-08
471.1039661710923	3.0215957261506507e-09
471.45897476863996	5.0875241297681244e-08
471.81393933197916	1.0461525825800824e-08
472.16885985787593	3.077977111931696e-08
472.52373634309635	-1.0286543329895326e-08
472.87856878440664	-3.3461775470657473e-08
473.23335717857293	1.4497646049641598e-08
473.58810152236134	-7.157163997454445e-08
473.942801812538	6.506825400276297e-08
474.29745804586906	6.821305897106851e-08
474.6520702191206	9.55823289976075e-08
475.0066383290588	8.219872450060225e-09
475.3611623724497	6.60135581928309e-08
475.71564234605955	-8.031407419934975e-09
476.07007824665453	1.595948311932727e-08
476.4244700710006	4.905089636525114e-08
476.77881781586393	-3.9306888306727346e-09
477.13312147801076	2.5038693919011625e-08
477.4873810542071	-3.857514900504567e-09
477.84159654121925	8.013724446653694e-08
478.1957679358131	8.754164307471887e-09
478.54989523475496	6.066573165423067e-08
478.9039784348109	1.2261086273734103e-08
479.2580175327471	1.7240752535116918e-08
479.61201252532965	5.7962597259988685e-08
479.9659634093246	7.645225281631534e-08
480.3198701814983	4.9106082096229424e-08
480.6737328386167	1.9688606128638853e-08
481.02755137744595	-2.0653673678568205e-08
481.38132579475223	-3.2939064033428865e-08
481.73505608730164	2.6560664674014948e-08
482.0887422518604	7.325732753625571e-08
482.4423842851945	7.878640004672435e-08
482.79598218407017	1.8406678889435295e-08
483.1495359452535	4.4461136974559376e-08
483.5030455655107	1.886248668464277e-08
483.85651104160775	5.836723986141329e-08
484.2099323703109	9.454256375604994e-08
484.56330954838626	6.004420768245658e-08
484.9166425725999	7.50210256301696e-08
485.26993143971816	2.6736435749031737e-08
485.62317614650686	5.377048946673285e-08
485.9763766897324	4.4710679833892246e-08
486.3295330661607	3.766383128529706e-08
486.68264527255803	2.656530320370191e-08
487.0357133056905	9.782271943214104e-08
487.38873716232416	8.1544428544954e-08
487.74171683922526	3.3886679090840966e-08
488.09465233315996	3.988011154063253e-08
488.44754364089425	8.851271737767966e-08
488.8003907591943	6.95170642314257e-08
489.15319368482625	9.101254325492804e-08
489.50595241455625	5.740468234060255e-08
489.85866694515045	1.0007280864819667e-07
490.21133727337497	7.542121693676475e-08
490.5639633959959	1.1037598979361367e-07
490.91654530977945	6.372791763743694e-08
491.26908301149166	1.1911576905936915e-07
491.6215764978988	9.557392323289864e-08
491.9740257657668	1.282811463413618e-07
492.32643081186194	1.1056482681581675e-07
492.6787916329503	1.719574316395415e-07
493.03110822579805	1.0571931724255877e-07
493.3833805871713	1.491080549710934e-07
493.7356087138361	1.4997048744767346e-07
494.0877926025588	1.4125638083159512e-07
494.4399322501053	1.4125839193588805e-07
